name,maps url,reason
Hotel Alt Nürnberg,https://www.google.com/maps/place/Hotel+Alt+N%C3%BCrnberg/data=!4m2!3m1!1s0x47b18ee6c4967e71:0xc408324e92fc05dc,Stray Hamburg hotel - not a Copenhagen food spot
