name;food_tags;mood_tags;address;neighborhood;latitude;longitude;rating;reviews_count;price_level;phone;website;hours;permanently_closed;temporarily_closed;maps url;status
Le Kaff;Coffee;Al Fresco;Øresundsvej 158, 2300 København;Amager;55.6620153;12.631079;4.5;397;;31 31 09 99;https://www.instagram.com/pastabrostrand;Closed · Opens 8.30 am Mon;No;No;https://www.google.com/maps/place/Le+Kaff/data=!4m2!3m1!1s0x4653acb831e73da9:0xb41ed5406e8e3eda;success
Leckerbaer;Fastelavnsbolle;Cafe;Ryesgade 118, 2100 København Ø;Østerbro;55.697751;12.576822;4.6;245;;28 40 48 64;http://leckerbaer.dk/;Closed · Opens 10.00 am Tue;No;No;https://www.google.com/maps/place/Leckerbaer/data=!4m2!3m1!1s0x465252fc9a472a3b:0x1c69782f50b04f89;success
Les Trois Cochons;French;Restaurant;Værnedamsvej 10, 1619 København;Vesterbro;55.6737346;12.550013;4.1;1,269;;33 31 70 55;https://cofoco.dk/les-trois-cochons/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=les-trois-cochons;;No;No;https://www.google.com/maps/place/Les+Trois+Cochons/data=!4m2!3m1!1s0x465253a010351c9b:0x73bb746f9a137a3e;success
Lille Fugl;Fastelavnsbolle;Cafe;Gammel Strand 48, 1202 København;Indre By;55.6776012;12.5776634;4.4;101;;93 63 42 14;https://www.flerefugle.dk/lille-fugl;Closed · Opens 7.30 am Mon;No;No;https://www.google.com/maps/place/Lille+Fugl/@55.6776042,12.5750831,16z/data=!3m1!4b1!4m6!3m5!1s0x465253007cc1c445:0x553596ebef4bd015!8m2!3d55.6776012!4d12.5776634!16s%2Fg%2F11vjrp6rdd?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D;success
Lille Petra;Coffee;Cafe;Kronprinsessegade 4, 1306 København;Indre By;55.68287;12.5811342;4.3;242;;53 88 02 33;https://www.andtradition.com/lille-petra;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Lille+Petra/data=!4m2!3m1!1s0x4652530c1e16c0cb:0x2cd85a831121afb0;success
Louisiana;New Nordic;"Museum; Restaurant";Gl Strandvej 13, 3050 Humlebæk;;55.969549;12.542784;4.6;16,353;;49 19 07 19;https://louisiana.dk/;Closed · Opens 11.00 am Tue;No;No;https://www.google.com/maps/place/Louisiana+Museum+of+Modern+Art/data=!4m2!3m1!1s0x46523707c3549aab:0x6a2fb944af11904e;success
Madklubben;Danish;Restaurant;Solbjergvej 6, 2000 Frederiksberg;;55.6810973;12.5320849;4.1;929;;38 41 41 70;https://www.madklubben.dk/restauranter/koebenhavn/madklubben/frederiksberg?utm_source=Google%20business&utm_medium=&utm_campaign=;Open · Closes 11.00 pm;No;No;https://www.google.com/maps/place/Madklubben+Frederiksberg/data=!4m2!3m1!1s0x465253bb8cda27fb:0x8ac757a0a1b1a88f;success
Magasasa;Asian;Restaurant;Flæsketorvet 54, 56, 1711 Vesterbro;Vesterbro;55.6670453;12.5588606;4.0;1,459;;33 23 80 89;http://www.magasasa.dk/;;No;No;https://www.google.com/maps/place/Magasasa+Dim+Sum+%26+Cocktails/data=!4m2!3m1!1s0x46525373dcd5aafd:0x33c9d1e00e2957;success
Maison d'Angleterre;Fastelavnsbolle;"Cafe; Hotel";Østergade 2, 1100 København K;Indre By;55.6803408;12.5847903;4.2;89;;78 79 51 87;https://www.dangleterre.com/en/maison-dangleterre?utm_source=maisonGMB&utm_medium=organic;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Maison+d'Angleterre/data=!4m2!3m1!1s0x46525300f88a9071:0x4b7db35f3b5ec14b;success
Manon Les Suites;For Thought;Hotel;Gyldenløvesgade 19, 1600 København V;Vesterbro;55.6803753;12.5613464;4.4;1,485;;45 70 00 15;https://guldsmedenhotels.com/manon-les-suites/?utm_source=google&utm_medium=organic&utm_campaign=manon_gbp&utm_content=website_button;;No;No;https://www.google.com/maps/place/Manon+Les+Suites/data=!4m2!3m1!1s0x46525308d8b7d82f:0x58d26dfb640f0041;success
Meyers Bageri;Fastelavnsbolle;Bakery;Jægersborggade 9, 2200 København;Nørrebro;55.691859;12.5449609;4.6;414;;25 10 11 34;https://meyers.dk/bageri/meyers-bagerier/meyers-bageri-jaegersborggade/;Closed · Opens 7.00 am Mon;No;No;https://www.google.com/maps/place/Meyers+Bageri/data=!4m2!3m1!1s0x465253ad95201c67:0x5a4372488f3002af;success
Mikkeller Bar;Beer;Bar;;;55.7481984;12.517376;;;;;;;No;No;https://www.google.com/maps/place/Mikkeller+Bar/data=\!4m2\!3m1\!1s0x46525374b2df023b:0xd76b2a988415e3b;success
Mikkeller & Friends;Beer;Bar;Stefansgade 35, KLD, 2200 København;Nørrebro;55.6946351;12.5431784;4.6;1,509;;35 83 10 20;https://mikkeller.com/locations/mikkeller-and-friends;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/Mikkeller+%26+Friends/data=!4m2!3m1!1s0x465253b29700c4a5:0x1ad4782463fae099;success
Nebbiolo;Wine;Bar;Store Strandstræde 18, 1255 København;Indre By;55.6811463;12.5893179;4.5;719;;60 10 11 09;http://www.nebbiolo-winebar.com/;Open · Closes 12.00 am;No;No;https://www.google.com/maps/place/Nebbiolo+Winebar/data=!4m2!3m1!1s0x46525322a484b8db:0xd5a201e9403a0047;success
NENI/25h;Mediterranean;"Restaurant; Hotel";Pilestræde 65, 1112 København;Indre By;55.6816184;12.5769999;4.2;370;;88 77 24 20;https://nenifood.com/restaurants/kopenhagen;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/NENI+Copenhagen/data=!4m2!3m1!1s0x46525308a55bdd09:0xb6ed5ef86613d3cd;success
Next House;Beer;"Bar; Al Fresco; Rooftop; Hotel";Bernstorffsgade 27, 1577 København;Vesterbro;55.6696583;12.570863;4.3;4,169;;33 30 11 00;https://www.nexthousecopenhagen.com/;;No;No;https://www.google.com/maps/place/Next+House+Copenhagen/data=!4m2!3m1!1s0x465253be1c89025f:0x2d7604e0bc12d724;success
Noma;New Nordic;Restaurant;Refshalevej 96, 1432 Indre By;Refshaleøen;55.6828273;12.6104808;4.6;2,378;;32 96 32 97;https://noma.dk/;Temporarily closed;No;Yes;https://www.google.com/maps/place/Noma/data=!4m2!3m1!1s0x4652533b679080a5:0x42eaecc5eb37e114;success
OMAR;New Nordic;Restaurant;Refsnæsgade 32, 2200 København;Nørrebro;55.6958748;12.5562554;4.6;604;;27 51 52 57;https://www.restaurantomar.dk/;Open · Closes 12.00 am;No;No;https://www.google.com/maps/place/OMAR/data=!4m2!3m1!1s0x46525254c476dc27:0xd0212e0a3c02acb3;success
Original Coffee;Fastelavnsbolle;"Cafe; Rooftop";Østergade 60, 1100 København K;Indre By;55.6776042;12.5750831;3.8;64;;28 75 63 12;http://www.originalcoffee.dk/;Closed · Opens 10.00 am Mon;No;No;https://www.google.com/maps/place/Original+Coffee+Illum+Rooftop/@55.6776042,12.5750831,16z/data=!4m14!1m7!3m6!1s0x465253007cc1c445:0x553596ebef4bd015!2sLille+Fugl!8m2!3d55.6776012!4d12.5776634!16s%2Fg%2F11vjrp6rdd!3m5!1s0x4652531738efffff:0xa5889022ec6d94c4!8m2!3d55.679095!4d12.579869!16s%2Fg%2F11wgrpbppf?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D;success
Paloma;Cocktails;Bar;Guldbergsgade 51A, 2200 København;Nørrebro;55.6933849;12.5552351;4.7;247;;;http://palomacph.dk/;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/Paloma/data=!4m2!3m1!1s0x465253ab17a4f6f3:0x351ce783a5f82cb4;success
Paté Paté;New Nordic;Restaurant;Slagterboderne 1, 1716 København;Vesterbro;55.6691778;12.5585798;4.2;1,304;;;https://www.patepate.dk/?utm_source=GBP&utm_medium=organic;;No;No;https://www.google.com/maps/place/Pat%C3%A9+Pat%C3%A9/data=!4m2!3m1!1s0x46525373829a0b59:0x8878eeb558b5bcc4;success
Pauli;New Nordic;Restaurant;Borgbjergsvej 13, 2450 København;Sydhavn;55.6517684;12.5379066;4.8;323;;31 21 49 90;https://paulicph.dk/;;No;No;https://www.google.com/maps/place/Pauli/data=!4m2!3m1!1s0x4652533d6ca7f7bb:0x1f07d699b2a949e4;success
Perron;Fastelavnsbolle;"Cafe; Al Fresco";Otto Busses Vej 45, 2450 København;Sydhavn;55.6583954;12.5427843;3.9;130;;;https://www.perroncph.dk/;;No;No;https://www.google.com/maps/place/Perron/data=!4m2!3m1!1s0x46525374332fc119:0xb6a2e77f1147712e;success
Pinden Bar;"Cocktails; Beer";Bar;Reventlowsgade 4, 1651 Vesterbro;Vesterbro;55.6733667;12.5627836;4.3;291;;;https://www.instagram.com/pindenbar/;;No;No;https://www.google.com/maps/place/Pinden+Bar/data=!4m2!3m1!1s0x4652530ce5e2190f:0x97f491638c65edc4;success
POPL Burger;Burgers;Restaurant;Strandgade 108, 1401 København;Indre By;55.6776052;12.5977571;4.0;2,483;;32 96 32 92;https://poplburger.com/;;No;No;https://www.google.com/maps/place/POPL+Burger/data=!4m2!3m1!1s0x4652531d844fec25:0x2c8bd5cba93ff412;success
Poulette;Burgers;Take Away;Møllegade 1, 2200 København;Nørrebro;55.6904923;12.5552853;4.0;1,109;;;http://etteetteette.dk/poulette;Closed · Opens 11.00 am Tue;No;No;https://www.google.com/maps/place/Poulette/data=!4m2!3m1!1s0x4652530e4aadfd59:0x8acb0aec1fb999e5;success
Propaganda;Asian;Restaurant;Vester Farimagsgade 2, 1606 København;Vesterbro;55.6747759;12.5623375;4.1;314;;33 38 22 00;http://propagandakitchen.dk/;Closed · Opens 5.00 pm Mon;No;No;https://www.google.com/maps/place/Propaganda+Kitchen+%26+Wine/data=!4m2!3m1!1s0x465253f4f79be187:0xaf2114d6b51cbf20;success
Pulp bar;Cocktails;Bar;Sankt Hans Torv 3, 2200 København;Nørrebro;55.6904593;12.5604575;4.8;213;;;http://www.pulpbar.dk/;Open · Closes 1.00 am;No;No;https://www.google.com/maps/place/Pulp+bar/data=!4m2!3m1!1s0x465253ab515d5365:0xc291f1e6c2701412;success
Rebel;New Nordic;Restaurant;Store Kongensgade 52, 1264 København;Indre By;55.6834256;12.5870961;4.3;436;;33 32 32 09;http://www.restaurantrebel.dk/;;No;No;https://www.google.com/maps/place/Rebel/data=!4m2!3m1!1s0x46525318ed96dea7:0x34760d4128185a37;success
Reffen;Street Food;Al Fresco;Refshalevej 167, 1432 København;Refshaleøen;55.6936333;12.6082318;4.6;12,155;;33 93 07 60;http://reffen.dk/;Temporarily closed;No;Yes;https://www.google.com/maps/place/Reffen+-+Copenhagen+Street+Food/data=!4m2!3m1!1s0x465252d76903d127:0xdce7be4eb8549aa0;success
Gemini;New Nordic;Restaurant;Gl. Kongevej 10 fra søsiden, 1610 København V;Vesterbro;55.6744087;12.5576238;4.3;736;;61 10 01 78;https://norrlyst.dk/gemini/;Open · Closes 11.00 pm;No;No;https://www.google.com/maps/place/Restaurant+Gemini/data=!4m2!3m1!1s0x465253d2dd8ed8a9:0x4633250a75aef71a;success
Juju;Asian;Restaurant;Øster Farimagsgade 8, 2100 København;Østerbro;55.6898642;12.5750572;4.1;273;;28 74 93 40;http://jujucph.dk/;Closed · Opens 11.30 am Mon;No;No;https://www.google.com/maps/place/Restaurant+Juju/data=!4m2!3m1!1s0x4652532d1ffda0c7:0x28c5e36476181f37;success
Mielcke & Hurtigkarl;New Nordic;Restaurant;Frederiksberg Runddel 1, 2000 Frederiksberg;;55.6747223;12.5308566;4.8;277;;38 34 84 36;http://www.mhcph.com/;Closed · Opens 6.00 pm Wed;No;No;https://www.google.com/maps/place/Restaurant+Mielcke+%26+Hurtigkarl/data=!4m2!3m1!1s0x465253bd7d8b75bd:0xc046592bf85ceaca;success
Nagoya/Hufu;Asian;Restaurant;DK, Sølvgade 84, 1307 København;Indre By;55.6897378;12.5741199;4.1;617;;22 74 44 42;https://hufu-sushi.dk/;Closed · Opens 2.00 pm Mon;No;No;https://www.google.com/maps/place/Restaurant+Nagoya/data=!4m2!3m1!1s0x4652530323898399:0xae656db8f82cbf7a;success
Radio;New Nordic;Restaurant;Julius Thomsens Gade 12, 1632 København;Vesterbro;55.6821074;12.5544671;4.4;520;;25 10 27 33;http://www.restaurantradio.dk/;Closed · Opens 5.30 pm Tue;No;No;https://www.google.com/maps/place/Restaurant+Radio/data=!4m2!3m1!1s0x465253a78dc6a977:0x853407e553a7eafe;success
Væksthuset;New Nordic;Restaurant;Ekvipagemestervej 18, 1438 København K;Holmen;55.6808847;12.5999326;4.1;493;;61 10 15 83;https://norrlyst.dk/vaeksthuset/;Open · Closes 11.00 pm;No;No;https://www.google.com/maps/place/Restaurant+V%C3%A6ksthuset/data=!4m2!3m1!1s0x46525306cb70476f:0x76b4d28694e5616f;success
Retour Steak;Steak;Restaurant;Trommesalen 5, 1614 København;Vesterbro;55.6739472;12.5605354;4.3;1,177;;33 16 17 19;https://restaurantretour.dk/;Open · Closes 11.00 pm;No;No;https://www.google.com/maps/place/Retour+Steak+Vesterbro/data=!4m2!3m1!1s0x4652530c852f7501:0x50f69f404787665a;success
Rist;Coffee;Cafe;Værnedamsvej 4, B, 1619 København;Vesterbro;55.6732518;12.5500816;4.5;303;;33 31 47 77;http://www.ristkaffebar.dk/;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Rist/data=!4m2!3m1!1s0x465253a0049e31ad:0xebf42b2d986d8455;success
Riviera;Fastelavnsbolle;Cafe;Nansensgade 64, 1366 København K;Indre By;55.6836487;12.5654745;4.3;189;;;;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Riviera/data=!4m2!3m1!1s0x4652536bbaa4ac13:0x34e841e7c3cc40fb;success
ROAST Coffee;Coffee;Cafe;Vestmannagade 4, 2300 København;Amager;55.6683323;12.5795253;4.9;773;;;http://roast.com/;Closed · Opens 7.00 am Mon;No;No;https://www.google.com/maps/place/ROAST+Coffee/data=!4m2!3m1!1s0x4652536aee25278d:0xcb7b34ee823a5849;success
Rondo;Fastelavnsbolle;Bakery;Sjællandsgade 7, 2200 København;Nørrebro;55.6932303;12.5522123;4.5;276;;55 55 09 90;http://www.rondo.dk/;Closed · Opens 7.30 am Mon;No;No;https://www.google.com/maps/place/Rondo/data=!4m2!3m1!1s0x4652537ae0a512b3:0x72b66bc2215f7ca4;success
Rufino Osteria;Italian;Restaurant;Strandgade 14, 1401 København;Indre By;55.6733692;12.5891116;4.4;848;;81 90 10 67;https://www.rufino.dk/;Open · Closes 11.00 pm;No;No;https://www.google.com/maps/place/Rufino+Osteria/data=!4m2!3m1!1s0x4652533e8a09277f:0xaef32cbb2b47510f;success
Rug Bakery;Fastelavnsbolle;Cafe;Tietgensgade 39, 1704 København;Vesterbro;55.6712708;12.567272;4.5;1,038;;78 73 00 58;https://rugbakery.com/;Closed · Opens 7.00 am Mon;No;No;https://www.google.com/maps/place/Rug+Bakery/data=!4m2!3m1!1s0x46525359463436c3:0x9c0a400a20eca83e;success
San Marco JUNIOR;Brunch;Restaurant;Falkoner Alle 10, 2000 Frederiksberg;;55.6792282;12.5337791;4.6;966;;33 24 95 76;https://www.sanmarcojunior.dk/;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/San+Marco+JUNIOR/data=!4m2!3m1!1s0x465253bc8e511a85:0x47c403042c66e17c;success
Sidecar;Brunch;Restaurant;Skyttegade 5, 2200 København;Nørrebro;55.6871005;12.5492969;4.5;1,540;;20 99 97 27;https://sidecarnoerrebro.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business;;No;No;https://www.google.com/maps/place/Sidecar/data=!4m2!3m1!1s0x465253a92aa9b74d:0xd18e88bb0537695a;success
Sinne gas bageri;Fastelavnsbolle;Bakery;Ryesgade 63, 2100 København;Østerbro;55.6945642;12.5705826;4.9;294;;;https://sinnegasbageri.dk/;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Sinne+gas+bageri/data=!4m2!3m1!1s0x465253e902130051:0x3f6f375e56801295;success
Skipper Bageri;Fastelavnsbolle;Bakery;Østerbrogade 103, 3. th, 2100 København;Østerbro;55.7096286;12.5772439;4.6;262;;24 24 53 61;https://www.facebook.com/Skipper-bageri-107406865450827/;Closed · Opens 6.00 am Mon;No;No;https://www.google.com/maps/place/Skipper+Bageri/data=!4m2!3m1!1s0x465253da34838ac5:0xab3822dff8c8f5fa;success
Skodsborg Spa Hotel;For Thought;Hotel;Skodsborg Strandvej 139, 2942 Skodsborg;;55.819622;12.5741157;4.4;1,298;;45 58 58 00;https://skodsborg.dk/;;No;No;https://www.google.com/maps/place/Skodsborg+Spa+Hotel/data=!4m2!3m1!1s0x46524c0faebbb323:0x6892f8b47044496c;success
Slowburn Brewing Co-op;Beer;Bar;Fængselsvej 43, 2620 Albertslund;Albertslund;55.6603374;12.3469731;4.7;170;;31 31 35 41;https://slowburn.coop/;Closed · Opens 3.00 pm Wed;No;No;https://www.google.com/maps/place/Slowburn+Brewing+Co-op/data=!4m2!3m1!1s0x4652574f16779c53:0x3c5bd003e259e459;success
Social Foodies;Ice Cream;Al Fresco;Vedbæk Strandvej 391, 2950 Vedbæk;;55.8502656;12.5688246;4.4;184;;22 10 05 90;http://www.socialfoodies.dk/;Closed · Opens 10.00 am Mon;No;No;https://www.google.com/maps/place/Social+Foodies,+Vedb%C3%A6k/data=!4m2!3m1!1s0x46524be018975609:0x5a14fd9f5f0c9bee;success
Sonny;Coffee;Cafe;Frederiksberg Allé 12, 1820 Frederiksberg;Frederiksberg;55.673298;12.548232;4.2;153;;53 89 18 20;http://www.sonnycph.dk/;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/Sonny/data=!4m2!3m1!1s0x4652532b33d70543:0x5c915e699a2e5377;success
Spiseloppen;Vegetarian;Restaurant;Bådsmandsstræde 43, 1407 København K;Indre By;55.673821;12.5969631;4.4;445;;32 57 95 58;http://spiseloppen.dk/;Closed · Opens 5.00 pm Tue;No;No;https://www.google.com/maps/place/Spiseloppen/data=!4m2!3m1!1s0x4652533963ed387f:0xc7782eaad0829db4;success
SSAM;Asian;Restaurant;Colbjørnsensgade 7, 1652 København;Vesterbro;55.6726483;12.5620931;4.2;1,971;;28 18 35 18;http://ssam.dk/;;No;No;https://www.google.com/maps/place/SSAM/data=!4m2!3m1!1s0x4652530cc47b16d1:0x92bbd0496f8527ef;success
Sticks'n'Sushi;Asian;Restaurant;Arni Magnussons Gade 2, 1577 København;Vesterbro;55.6657773;12.5661667;4.4;2,111;;88 32 95 95;https://www.sticksnsushi.com/dk/en/restaurants/tivoli/;;No;No;https://www.google.com/maps/place/Sticks'n'Sushi/data=!4m2!3m1!1s0x4652536de2ad6529:0x3da6cd8e4066e59a;success
Sticks'n'Sushi;Asian;Restaurant;Gl. Kongevej 120, 1850 Frederiksberg;Frederiksberg;55.6764163;12.5420539;4.4;535;;33 29 00 10;https://www.sticksnsushi.com/dk/en/restaurants/frederiksberg/;;No;No;https://www.google.com/maps/place/Sticks'n'Sushi+Frederiksberg/data=!4m2!3m1!1s0x465253a23507e78d:0xf2949bb10cefaef8;success
Strøm;Cocktails;Bar;Niels Hemmingsens Gade 32, 1153 København;Indre By;55.6802524;12.5761216;4.5;596;;;http://www.strombar.dk/;Open · Closes 12.00 am;No;No;https://www.google.com/maps/place/Str%C3%B8m/data=!4m2!3m1!1s0x4652530e4f9f66ef:0x1240647ff62b68a4;success
studio x kitchen;Brunch;Cafe;Dronningens Tværgade 52, 1302 København;Indre By;55.6846875;12.5835836;4.6;613;;;http://instagram.com/studioxkitchen;Closed · Opens 8.30 am Mon;No;No;https://www.google.com/maps/place/studio+x+kitchen/data=!4m2!3m1!1s0x4652531aed91d959:0x66ae5e9f8f10b75c;success
Sult;Brunch;Restaurant;Vognmagergade 8 B, 1120 Indre By;Indre By;55.6827354;12.5783767;4.2;1,150;;33 74 34 17;https://meyers.dk/restaurant-sult/;Closed · Opens 5.00 pm Tue;No;No;https://www.google.com/maps/place/Sult/data=!4m2!3m1!1s0x4652531a150efe23:0x7b518c9d1fee5691;success
Tandoori Masala;Asian;"Restaurant; Take Away";Nørrebrogade 35, 2200 København N;Nørrebro;55.6883549;12.5587178;4.3;392;;35 35 35 27;http://www.tandoori-masala.dk/;;No;No;https://www.google.com/maps/place/Tandoori+Masala/data=!4m2!3m1!1s0x4652530756cd09cf:0x818af6ee22d52816;success
The Artisan;Coffee;Cafe;Sortedam Dossering 45A, 2200 København;Nørrebro;55.6919995;12.5688717;4.8;600;;;https://theartisan.dk/;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/The+Artisan+Copenhagen/data=!4m2!3m1!1s0x46525315e7a59919:0x9176f2485e069ac5;success
The Happiness Museum;For Thought;Museum;Admiralgade 19, 1066 København;Indre By;55.6779802;12.5820349;4.4;409;;;http://thehappinessmuseum.com/;Closed · Opens 11.00 am Mon;No;No;https://www.google.com/maps/place/The+Happiness+Museum/data=!4m2!3m1!1s0x465253ea82a29b47:0x70c8195bfc0e4693;success
The Hill House Museum;Coffee;Cafe;Rahbeks Alle 23, 1801 Frederiksberg;Frederiksberg;55.6683153;12.5321411;4.3;288;;69 13 80 90;https://frederiksbergmuseerne.dk/da/bakkehuset/;Temporarily closed;No;Yes;https://www.google.com/maps/place/The+Hill+House+Museum/data=!4m2!3m1!1s0x4652539a07e89d73:0x286b51e42c2bdf52;success
The Sixteen Twelve;Brunch;Cafe;Jægersborggade 8 KL TH, 2200 København;Nørrebro;55.6919857;12.5451002;4.5;584;;93 10 94 07;http://www.sixteentwelve.dk/;;No;No;https://www.google.com/maps/place/The+Sixteen+Twelve/data=!4m2!3m1!1s0x465253996115ee63:0xe0c6534cfaf49399;success
THE SPOT;Coffee;Cafe;Else Alfelts Vej 65, ST. TV, 2300 København;Amager;55.6185203;12.5693298;4.7;493;;42 90 54 83;http://thespot.dk/;Closed · Opens 8.00 am Mon;No;No;https://www.google.com/maps/place/THE+SPOT/data=!4m2!3m1!1s0x465255bc1477c0c3:0xe8b41b9247ef9fb4;success
The Taj Take Away;Asian;Take Away;Øresundsvej 22, 2300 København;Amager;55.6595952;12.6109001;4.1;106;;81 44 11 78;https://order.site/the-taj-amager/da/dnk;Closes soon · 9.00 pm · Opens 4.00 pm Mon;No;No;https://www.google.com/maps/place/The+Taj+Take+Away+%C3%98resundsvej/data=!4m2!3m1!1s0x4652514500e7cfef:0xf9adc40dc45a69;success
Tivoli Food Hall;Street Food;Take Away;Bernstorffsgade 3, 1577 København;Vesterbro;55.674297;12.5653477;4.2;5,130;;;https://www.tivoli.dk/mad-og-drikke/tivoli-food-hall?&utm_source=google&utm_medium=organic&utm_campaign=gmb;Closes soon · 9.00 pm · Opens 11.00 am Mon;No;No;https://www.google.com/maps/place/Tivoli+Food+Hall/data=!4m2!3m1!1s0x46525312b21fff39:0x7ebaf693e5fc09b5;success
Tommi's Burger Joint;Burgers;"Take Away; Al Fresco";Høkerboderne 21, 23, 1712 København;Vesterbro;55.6682667;12.5580631;4.3;2,788;;33 31 34 34;https://www.burgerjoint.dk/kodbyen;Closes soon · 9.00 pm · Opens 11.00 am Mon;No;No;https://www.google.com/maps/place/Tommi's+Burger+Joint+K%C3%B8dbyen/data=!4m2!3m1!1s0x46525311b33eedb7:0xb9e3acfe63e58e39;success
Torvehallerne;Street Food;Take Away;Frederiksborggade 21, 1362 København;Indre By;55.6837848;12.568928;4.5;15,962;;;http://torvehallernekbh.dk/;Closed · Opens 10.00 am Mon;No;No;https://www.google.com/maps/place/Torvehallerne/data=!4m2!3m1!1s0x465253051285311b:0x7374ede35ce9623b;success
Vega;For Thought;Music;Enghavevej 40, 1674 København;Vesterbro;55.6681108;12.5438031;4.5;4,241;;33 25 70 11;http://www.vega.dk/?utm_source=google&utm_medium=gmb&utm_campaign=websiteklik;;No;No;https://www.google.com/maps/place/Vega/data=!4m2!3m1!1s0x4652539e80687c13:0xf5202e524e3eb86f;success
Villette;Coffee;Cafe;Fælledvej 12, 2200 København;Nørrebro;55.6891635;12.5602974;4.1;171;;;http://etteetteette.dk/villette;Closed · Opens 11.00 am Tue;No;No;https://www.google.com/maps/place/Villette/data=!4m2!3m1!1s0x465253536aa12185:0x2a1cdb856354255b;success
Väkst;Vegetarian;Restaurant;Sankt Peders Stræde 34, 1453 København;Indre By;55.6788412;12.567143;4.6;3,016;;38 41 27 27;https://cofoco.dk/vaekst/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=vaekst;;No;No;https://www.google.com/maps/place/V%C3%A4kst/data=!4m2!3m1!1s0x4652530e5a618fbd:0x250f6d91452f2666;success
Wafu Ramen;Asian;Restaurant;Falkoner Alle 84, st 1, 2000 Frederiksberg;;55.6850145;12.538459;4.6;476;;35 35 35 85;http://www.wafuramen.dk/;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/Wafu+Ramen/data=!4m2!3m1!1s0x465253a48aeacb19:0x3b065e67267cac7e;success
Warpigs Brewpub;Beer;"Restaurant; Bar; Al Fresco";Flæsketorvet 25-37, 1711 København;Vesterbro;55.6685024;12.5599359;4.4;12,533;;43 48 48 48;https://warpigs.dk/;;No;No;https://www.google.com/maps/place/Warpigs+Brewpub/data=!4m2!3m1!1s0x46525373a478f7ad:0xf9643d7b32fac7c4;success
Wild Horses;"Pastry; Coffee";Cafe;Borgbjergsvej 1, tv, 2450 København SV;Sydhavn;55.6524558;12.5388505;4.8;204;;55 20 30 24;http://wildhorsescph.dk/;Temporarily closed;No;Yes;https://www.google.com/maps/place/Wild+Horses/data=!4m2!3m1!1s0x46525307500db4e5:0xc27b896fbd1216e6;success
Wulff & Konstali;Brunch;Cafe;Isafjordsgade 10, 2300 København;Amager;55.6654434;12.5781242;4.2;832;;32 54 81 81;https://www.wogk.dk/dk/islands-brygge;Closed · Opens 7.00 am Mon;No;No;https://www.google.com/maps/place/Wulff+%26+Konstali+-+Islands+Brygge/data=!4m2!3m1!1s0x4652536a3a2bee37:0x7ec6267fa1bbe18;success
Wulff & Konstali;Brunch;Cafe;Sankt Hans Torv 30, 2200 Nørrebro;Nørrebro;55.691041;12.560522;4.2;626;;32 54 81 81;https://www.wogk.dk/dk/norrebro;Closed · Opens 7.00 am Mon;No;No;https://www.google.com/maps/place/Wulff+%26+Konstali+-+N%C3%B8rrebro/data=!4m2!3m1!1s0x4652538052ded825:0x7b5eee727a34a2ff;success
Ych!;Pizza;Take Away;Enghave Pl. 9, 1670 København;Vesterbro;55.66687;12.5466159;4.2;260;;33 25 41 66;https://ych.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business;Open · Closes 10.00 pm;No;No;https://www.google.com/maps/place/Ych!/data=!4m2!3m1!1s0x4652539def7076a9:0xab989dd19841021;success
À Côté;Wine;Bar;Gothersgade 39, 1101 København K;Indre By;55.6822619;12.581818;4.1;16;;33 13 18 80;http://www.acote.dk/;Closed · Opens 11.00 am Wed;No;No;https://www.google.com/maps/place/%C3%80+C%C3%B4t%C3%A9/data=!4m2!3m1!1s0x465253dc2c902607:0xbf408f53d462b238;success
Ø12;Brunch;Cafe;Silkegade 1, 1113 København;Indre By;55.6799719;12.5794569;4.9;699;;42 41 97 09;http://12cph.dk/silkegade;Closed · Opens 8.00 am Sat;No;No;https://www.google.com/maps/place/%C3%9812+Coffee+%26+Eatery/data=!4m2!3m1!1s0x465253005dff5071:0x9814f111daa59fe8;success
